Date,symbol,Open,High,Low,Close,Volume,Returns,MA_5,MA_20,Volatility,Price_Direction,Price_Change,Price_Change_Pct,Dividends,Stock Splits,returns,log_returns,momentum_3,momentum_5,momentum_10,momentum_20,price_position_14,price_position_20,sma_5,ema_5,close_sma_5_ratio,close_ema_5_ratio,sma_10,ema_10,close_sma_10_ratio,close_ema_10_ratio,sma_20,ema_20,close_sma_20_ratio,close_ema_20_ratio,sma_50,ema_50,close_sma_50_ratio,close_ema_50_ratio,sma_5_20_ratio,ema_5_20_ratio,macd,macd_signal,macd_hist,sar,adx,plus_di,minus_di,rsi_9,rsi_14,rsi_21,stoch_k,stoch_d,stochf_k,stochf_d,willr_14,willr_21,cci,roc_10,roc_20,ultosc,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_7,atr_14,atr_21,volatility_10,volatility_20,volatility_30,trange,vol_sma_5,vol_ratio_5,vol_sma_10,vol_ratio_10,vol_sma_20,vol_ratio_20,obv,mfi,price_volume,volume_price_ratio,doji,hammer,hanging_man,shooting_star,engulfing,gap_up,gap_down,body_size,upper_shadow,lower_shadow,total_range,body_ratio,upper_shadow_ratio,lower_shadow_ratio
2024-09-03 04:00:00+00:00,AAPL,227.4912604304481,227.9391727978887,220.1454429272487,221.738037109375,50190600,0.0,221.738037109375,221.738037109375,0.0,0,-1.9111175537109375,-0.0086188079349158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50190600.0,0.0,11129165125.341797,226350.88077036993,0,0,0,0,0,0,0,5.753223321073108,0.44791236744057983,1.5925941821263052,7.793729870639993,0.7381861337979211,0.057470861176228946,0.20434300502584998
2024-09-04 04:00:00+00:00,AAPL,220.6331648046219,220.75260404502964,216.47252073588623,219.8269195556641,43840200,-0.0086188079349157,220.78247833251953,220.78247833251953,0.0,1,1.522918701171875,0.0069278080421185,0.0,0.0,-0.008618807934915651,-0.008656164661874334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.9391727978887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265516373488765,0.0,0.0,0.0,0.0,0.0,0.0,6350400.0,0.0,9637256118.704226,199430.53420670293,0,0,0,0,0,0,0,0.806245248957822,0.11943924040772913,3.354398819777856,4.280083309143407,0.18837139156508137,0.02790582140132059,0.783722787033598
2024-09-05 04:00:00+00:00,AAPL,220.60331260233696,224.43546851590304,220.49382156548631,221.3498382568359,36615400,0.0069278080421184,220.97159830729169,220.97159830729169,0.010993117581864,0,-1.5527801513671875,-0.0070150498577074,0.0,0.0,0.006927808042118233,0.006903921039572447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.70983975664865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.608548960238949,0.0,0.0,0.0,0.0,0.0,0.0,42965800.0,0.0,8104812867.70935,165418.68875239269,0,0,0,0,0,0,0,0.7465256544989529,3.0856302590671305,0.10949103685064188,3.9416469504167253,0.1893943480706783,0.7828276600827749,0.027777991846546807
2024-09-06 04:00:00+00:00,AAPL,222.91254804497817,224.1965806221913,218.75191919539128,219.79705810546875,48423000,-0.0070150498577075,220.6779632568359,220.6779632568359,0.0085505613336428,1,0.089599609375,0.0004076469910348,0.0,0.0,-0.0070150498577072895,-0.00703977100116978,-0.008753477884125171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.4850933762334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.444661426800025,0.0,0.0,0.0,0.0,0.0,0.0,-5457200.0,0.0,10643232944.641113,220307.7712567218,0,0,0,0,-100,0,0,3.115489939509416,1.2840325772131393,1.045138910077469,5.444661426800025,0.5722100412294092,0.23583331938562802,0.19195663938496274
2024-09-09 04:00:00+00:00,AAPL,219.79707827698536,220.24499065438135,215.70611687897429,219.88665771484375,67180000,0.0004076469910347,220.5197021484375,220.5197021484375,0.0071749472233421,0,-0.79632568359375,-0.0036215279811404,0.0,0.0,0.0004076469910347935,0.00040756392557363385,0.000271750881559063,0.0,0.0,0.0,0.0,0.0,220.5197021484375,220.5197021484375,0.9971293066903945,0.9971293066903945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.26484192342647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538873775407069,49249840.0,1.3640653451869083,0.0,0.0,0.0,0.0,61722800.0,0.0,14771985665.283203,305521.0384211726,0,0,0,0,0,0,0,0.08957943785839007,0.35833293953760403,4.090961398011075,4.538873775407069,0.019736049577707443,0.07894754453828515,0.9013164058840074
2024-09-10 04:00:00+00:00,AAPL,217.90584232481805,220.45398059003196,215.72598515928053,219.09033203125,51591000,-0.0036215279811404,219.9901611328125,220.2814737955729,0.0062520794582447,1,2.5382080078125,0.0115852122924824,0.0,0.0,-0.00362152798114046,-0.0036281015894027713,-0.01020785126106194,-0.011940689620243083,0.0,0.0,0.0,0.0,219.9901611328125,220.04324544270833,0.9959096847925883,0.9956694266641035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.8024929216484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7279954307514345,49529920.0,1.0416128271557878,0.0,0.0,0.0,0.0,10131800.0,0.0,11303089319.824219,235478.21358288557,0,0,0,0,0,0,0,1.1844897064319468,1.3636485587819607,2.179857165537527,4.7279954307514345,0.25052682976973445,0.28842002467105426,0.4610531455592113
2024-09-11 04:00:00+00:00,AAPL,220.43410202901993,222.05654079085224,216.88063262193216,221.6285400390625,44587100,0.0115852122924824,220.3504852294922,220.4739118303571,0.0079871072498493,1,0.1094970703125,0.00049405672344,0.0,0.0,0.011585212292482439,0.011518617569700133,0.008332604400532517,0.00819563175902216,0.0,0.0,0.0,0.0,220.3504852294922,220.57167697482637,1.0058000998193366,1.0047914722267661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.35863787994143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.84493747546982,46.92910037987573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.175908168920074,49679300.0,0.8974985557364938,0.0,0.0,0.0,0.0,54718900.0,0.0,9881773877.575684,201179.41485397788,0,0,0,0,0,0,0,1.1944380100425747,0.42800075178973884,3.5534694070877606,5.175908168920074,0.23076877932550102,0.08269094771807727,0.6865402729564217
2024-09-12 04:00:00+00:00,AAPL,221.46928361366915,222.51442259643304,218.8017058249269,221.738037109375,37455600,0.0004940567234399,220.428125,220.6319274902344,0.007294159180853,0,-0.2687530517578125,-0.0012120295428846,0.0,0.0,0.0004940567234399396,0.000493934717600501,0.008419698647346596,0.0017537796982198817,0.0,0.0,0.0,0.0,220.428125,220.9604636863426,1.005942581552944,1.0035190613291625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.93253703990274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.04347198019164,59.218879941367106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.782031558158922,0.0,0.0,0.0,0.0,0.0,3.7127167715061375,49847340.0,0.7514061933896573,0.0,0.0,0.0,0.0,92174500.0,0.0,8305331222.753906,168918.24464705875,0,0,0,0,0,0,0,0.2687534957058517,0.776385487058036,2.66757778874225,3.7127167715061375,0.07238728732782558,0.2091151937622971,0.7184975189098773
2024-09-13 04:00:00+00:00,AAPL,222.54428285449177,223.00214343080088,220.8820208371711,221.4692840576172,36766600,-0.0012120295428846,220.7625701904297,220.7249671088325,0.0067671757312,0,-6.1513671875,-0.0277752610872199,0.0,0.0,-0.001212029542884685,-0.0012127646447278968,0.010858315856803191,0.007608045196610513,0.0,0.0,0.0,0.0,220.7625701904297,221.13007047676746,1.003201239533395,1.0015340002384947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.5234802334656,0.0,0.0,0.0,0.0,0.0,0.0,72.62630006903248,59.59142679675844,78.99049075143597,72.62630006903248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4017588489404735,0.0,0.0,0.0,0.0,0.0,2.1201225936297874,47516060.0,0.7737720678019179,0.0,0.0,0.0,0.0,55407900.0,0.0,8142672579.232788,166012.1860981627,0,0,0,0,0,1,0,1.0749987968745813,0.45786057630911614,0.5872632204460899,2.1201225936297874,0.507045583167959,0.2159594816284794,0.2769949352035616
2024-09-16 04:00:00+00:00,AAPL,215.5368837592455,216.21374159471785,212.92902562434276,215.3179168701172,59357400,-0.0277752610872199,219.8488220214844,220.18426208496095,0.0111793746363524,1,0.467803955078125,0.0021726197330819,0.0,0.0,-0.02777526108721995,-0.028168288374044392,-0.028473874203354232,-0.020777708353052815,0.0,0.0,0.0,0.0,219.84882202148438,219.19268594121738,0.9793908145165117,0.9823225439550509,220.18426208496095,220.18426208496095,0.9778987600259731,0.9778987600259731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.13078569928595,0.0,0.0,0.0,28.51446925634083,0.0,0.0,57.916490861143984,63.253890290514526,23.715509851804303,57.916490861143984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992973075273896,0.0,0.0,0.0,0.0,0.0,8.540258433274431,45951540.0,1.291739079908965,47600690.0,1.2469861256212882,0.0,0.0,-3949500.0,0.0,12780711718.826294,275673.2967828461,0,0,0,0,0,0,1,0.21896688912832474,0.6768578354723331,2.388891245774431,3.284715970375089,0.06666235105354343,0.20606281991408873,0.7272748290323678
